id,latitude,longitude,last_scraped,description
45950079,55.93414,-3.16634,2020-12-31,"WARNING: All our triple/double/single rooms are on 2nd floor and family room is on the first floor. No lift. Please re-think about it.<br /><br />We are very much a family run business and have worked hard to establish a warm and welcoming environment for our guests.<br /><br />The guest house is located in a quite residential area. And it is close to Royal Commonwealth Pool, and Arthur's Seat. <br /><br />With frequent bus services, you can go to almost everywhere in Edinburgh.<br /><br /><b>The space</b><br />Large family suite contains two rooms and ensuite bathroom with bathtub and shower. There are three beds in two rooms, one king bed, one small double bed and one single bed."
46086978,55.95149,-3.20228,2020-12-19,"Located opposite Edinburgh Castle, on the corner of Castle Street and popular shopping destination, Princes street. <br />This bright, beautiful 3 bedroom penthouse apartment with two full bathrooms is the perfect place to stay in Edinburgh. This modern apartment is over two floors and has two TVs and lounge areas. Under a 2 minute walk to George Street, Princess Street, Princes Gardens and many restaurants. <br /><br />Including dishwasher, washing machine, microwave, electric oven and Fridge/Freezer + Lift"
46112052,55.99043,-3.39889,2024-11-15,"The Shore is located within the picturesque coastal town of South Queensferry, with incredible views of the iconic Forth Road Bridges with everything you need right on your doorstep.<br />This stunning boutique 3 bedroom property with south facing garden and private decking/seating area, has everything you need for the perfect stay, whether you want a fun packed holiday with a wealth of activities to choose from nearby or a quiet retreat."
46124719,55.94443,-3.19418,2020-12-19,"Morden, have essential stuff but don’t have the computer In the last photo. Very near to Meadows, a most gorgeous park in Edinburgh. Two minutes from the restaurant, Sainsbury’s."
46248035,55.89807,-3.16154,2024-02-19,"Simple, basic, friendly and safe. Double room to let. You get bed with a clean mattress and pillow, fresh linens, a towel, coffee tea and biscuits are made available for your. Continental or Scottish breakfast available on request. Looking for takers preferably on a monthly, quarterly or semester basis for a professional working in town or a visitor wishing to make the most of their stay  but other arrangements  possible. Share kitchen and bathroom with one other person (me)"
46332541,55.9602,-3.19167,2020-12-31,"Located in Edinburgh New Town, Claremont Guesthouse offers 3-star rooms with free WiFi. An 8-minute walk from Edinburgh Playhouse, the property is also 750 yards away from Omni Centre. The property is close to popular attractions like Edinburgh Military Tattoo, Royal Mile and Edinburgh Castle.<br />At the guest house, rooms are fitted with a wardrobe and a flat-screen TV."
46422848,55.95750693222463,-3.213852345943451,2023-07-15,"A fantastically located 1 bedroom flat in the bustling Stockbridge area.  Close to the Stockbridge market, a 15 minute walk right in to the heart of the city centre and with lots of local buses connecting the rest of the city.  <br /><br />The flat is fully furnished with a spacious king bed in the large bedroom, but in the living room there is a double sofa bed that means the flat can accommodate 4 guests.  <br /><br />A kitchen with all appliances you could need on holiday, including a washing machine."
46462759,55.93805,-3.23675,2021-07-10,"Make yourself at home, enjoy the Houst experience, and feel like a true local at our stunning apartment in Edinburgh.<br /><br /><b>The space</b><br />Our amazing 1-bedroom apartment provides an excellent homebase for a pleasantly memorable stay in Edinburgh. <br /><br />The room is a generous size and has a comfortable bed, the bedroom offers a restful time and a healthy sleep. The bed size is king-size.<br /><br />In the beautiful, bright living area you will find a comfortable sofa a TV, this will provide entertainment for your time spent indoors. <br /><br />The open-plane kitchen is fully-equipped and allows for a home-like experience to practice your cooking skills.<br /><br />There is 1-bathroom in the property and is equipped with a toilet, sink, and a bathtub.<br /><br /><b>Guest access</b><br />You will have full private access to the property for the duration of your stay.<br /><br /><b>Other things to note</b><br />Fresh bed linen, towels, fluffy pillows, toiletries and oth"
46489162,55.96264,-3.17689,2020-12-19,"Housing 272 students, Murano House (previously known as Liberty Village - Murano) provides the perfect platform to make the most of student life in Edinburgh.&nbsp;<br...<br /><br />Housing 272 students, Murano House (previously known as Liberty Village - Murano) provides the perfect platform to make the most of student life in Edinburgh.&nbsp;<br /> <br /><br /> <br />All of the en-suite rooms at Murano House are reserved exclusively for students at the University of Edinburgh, giving you access to your own bathroom, a study desk and plenty of storage. On top of that, you&rsquo;ll also be able to use a fully-fitted kitchen and living space that you&rsquo;ll share with your flatmates. If you don&rsquo;t like the idea of sharing though, our Classic and Premium studios allow you to have your own independence.<br /> <br /><br /> <br />Leave your flat behind you for an hour or two and you&rsquo;ll find comfortable common areas (including activities such as ping pong) and study spaces for w"
46510320,55.96372,-3.17868,2021-01-02,"With 260 rooms, Shrubhill House (formerly known as Liberty Village - Shrubhill) puts students at the beating heart of life in Edinburgh. Located just off...<br /><br />With 260 rooms, Shrubhill House (formerly known as Liberty Village - Shrubhill) puts students at the beating heart of life in Edinburgh. Located just off Leith Walk, it&rsquo;s a 30-minute walk to campus and even less to the historic city centre.<br /> <br /><br /> <br />Studying at the University of Edinburgh? All of Shrubhill House&rsquo;s en-suite rooms are reserved exclusively for you and feature a private bathroom, study desk and plenty of storage space. You&rsquo;ll then share a full-fitted kitchen and living space with your flatmates. Looking for a little more independence? Our studio flats take away the need to share, leaving you to cook and relax in privacy.<br /> <br /><br /> <br />Break away from the comfort of your flat and you&rsquo;ll find a large communal area. Here, you can bond with your neighbours over "
46574121,55.97087,-3.17167,2025-01-20,Edinburgh Licence Number:   EH-77238-F <br /><br />This is a central apartment with its own main door at street level - just one step to get in. Recently added to Airbnb and we be perfect for couples or small families looking for a short break in Edinburgh or someone moving here to find a permanent home.<br /><br />We have a good sized double bedroom and a nice livingroom which has a sofa bed. On street parking charges Monday to Friday.
46602790,55.97552926616204,-3.180306269876348,2024-02-19,"Lovely and bright traditional tenement flat in this conservation area of Leith. Recently redecorated throughout. Less than a 5 minute walk to the Shore area and Ocean Terminal, home to the Royal Brittania. <br />Excellent bus links less than 5 minutes walk away getting you into town in 15 minutes and to the airport in 45 minutes. <br />You can even walk to Princes Street taking in colourful leith walk and the city centre, or stroll along the tree filled cycle path to Stockbridge & the New Town."
46650856,55.96466,-3.16827,2021-06-13,"This is our luxury 2 bed apartment with an ideal location to take advantage of all the city has to offer. The city centre, The Shore(Top restaurants, bars and The Royal Yacht Britannia), Stockbridge. Everything the city has to offer, from the scenic castle views, to Edinburgh's renowned nightlife, the world famous Grassmarket and The New Town are all within walking distance. We, as a company, pride ourselves on delivering the best experience possible within Scottish Hospitality. 2 zip link beds."
46670030,55.96362,-3.19405,2020-12-31,"Self-contained accommodation measuring around 23m² featuring ¾ sized bed, your own personal kitchen area, and study area and en-suite bathroom. There are communal facilities available on the ground floor including laundry and common room, all with up to 100Mbps WIFI throughout.<br /><br />Positioned in the heart of historic Edinburgh, Beaverbank Place student is located just north of the city centre. Situated in the popular Canonmills area, these stunning studios and student flats are surrounded by a wide range of local amenities including bars, top restaurants, and an excellent range of shops.Fancy some privacy? Beaverbank Place has a stunning choice of studios all finished to a superb standard. You'll find chic kitchen areas in the studio flats, plus large comfortable beds, plenty of storage and study space, as well as communal areas. Our classic en suites feature a comfy double bed, a spacious study area, a wardrobe, and a shared lounge and kitchen area.There is 100Mbps WiFi availab"
46670059,55.96402,-3.19576,2021-04-25,"How to make an inquiry: select desired check-in and check-out date, the number of guests, scroll at the bottom of the page and click on Contact host.<br /><br />En-suite bedroom measuring 13m² with a ¾ bed, en-suite bathroom, study area and wardrobe. The shared area includes a lounge and kitchen area with up to 100Mbps WIFI throughout.<br /><br />Positioned in the heart of historic Edinburgh, Beaverbank Place student is located just north of the city centre. Situated in the popular Canonmills area, these stunning studios and student flats are surrounded by a wide range of local amenities including bars, top restaurants, and an excellent range of shops.Fancy some privacy? Beaverbank Place has a stunning choice of studios all finished to a superb standard. You'll find chic kitchen areas in the studio flats, plus large comfortable beds, plenty of storage and study space, as well as communal areas. Our classic en suites feature a comfy double bed, a spacious study area, a wardrobe, and a s"
46769675,55.98123,-3.22921,2020-12-31,"freshness/comfortable with easy bus access to all Edinburgh has to offer. Fabulous large private room with a king size bed . Quiet, bright and fully equipped. Located next to the Harbour for the best of the city and sea. Relax and enjoy your stay in comfort.<br /><br /><b>The space</b><br />Come and stay with me in my lovely apartment set within a charming development down in Edinburgh's new Waterfront. The apartment has a fully equipped kitchen (gas cooker, microwave, fridge, freezer, oven and washing machine) also you can enjoy of the  high speed wifi.<br />Cozy room with a King size bed covered with plush pillows and duvet with freshly laundered covers.<br />A comfy bathroom wich has a bath and a headed shower.<br /><br /><b>Guest access</b><br />Toilet and Kitchen shared"
46786894,55.96045,-3.20127,2024-10-18,"Thanks for your interest. Please MESSAGE IN THE FIRST INSTANCE, DO NOT REQUEST TO BOOK without conversation first as we VET all bookings. All bookings are bespoke and we need to consider several factors e.g dates, age range of guests, group size etc. <br /><br />Fettes 2 bed is an inviting luxury self-catering Edinburgh apartment on the first floor of a New Town street"
46999923,55.94687,-3.08272,2020-12-31,"2 minutes from the beach and from surrounding woodland, Newhailes Estate and fields for walking, 20mins walk from lively Portobello Beach and Promenade with popular bars and cafes, and a lifely High Street. <br /><br />10min walk to local supermarket.<br /><br />Fast Wifi, On street parking in a quiet neighbourhood.<br /><br />The flat has private outside space, is always cosy and warm, and perfectly situated for either getting into the Edinburgh City Centre or the stunning beaches of East Lothian. <br /><br />On several bus lines.<br /><br /><b>The space</b><br />The private outdoor area has seating available, and a washing line.<br /><br />The flat is cosy and warm, and has a friendly open plan layout."
47044442,55.97902,-3.20556,2020-12-31,Spa Apartment with Sea Views and Sauna...<br />This beautiful 1 bedroom apartment with views over the firth of forth and a Sauna in the bathroom! is the perfect place to unwind and relax .  Enjoy a sauna after a stroll along the seafront.<br />Ocean terminal for your Christmas Shopping close by and Loch Fyne seafood restaurant within walking distance.  <br /><br />Double Bedroom<br />Mezzanine level with sitting room.<br />Basement level has modern kitchen and dining area.<br />Bathroom with Sauna <br />Seperate WC
47071839,55.95640211906212,-3.2060146851088653,2023-05-18,Keep it simple at this peaceful and centrally-located place. Rather spacious with large patio area at rear of property
47282873,55.94359,-3.19426,2021-01-16,"Undoubtedly one of Edinburgh's finest properties with unparalleled views from almost every room and from it's two large roof terraces, this property is just about as special as they come to the Holiday let market. <br /><br />Spread over 4 floors the location within the iconic Quartermile is ideal, nestled between the leafy Meadows Park and the World famous Royal Mile. It boasts some wonderfully unique features such as Jacuzzi bath, integrated sound system, Fireplace and Hot tub. Not to be missed!<br /><br /><b>The space</b><br />**NEW PROPERTY TO AIR BNB - ADDITIONAL PHOTOS TO BE ADDED SHORTLY. MAIN ROOF TERRACE UNDER REFURBISHMENT, TO BE COMPLETED BY MARCH 2021**"
47285845,55.966,-3.1754,2021-01-16,"This bespoke large, 2 bedroom penthouse flat, situated on Edinburghs infamous Leith Walk, offers a crucial central location which offers all of the cities top attractions such as; Edinburghs Playhouse theatre, Princes Street and Edinburgh castle, for only a short walk. The property is on the apartment blocks top floor, offering great views of the lively mile straight. This luxurious apartment comes equipped with all the amenities for each guest, suitable for nightly stay and / or weekly."
47545234,55.90785,-3.33219,2021-10-15,"Traditional style Bothy with wood burning stove and panoramic views across the field.  Built with rustic in mind, it has reclaimed stone floors and a reclaimed oak beam above the large fireplace creating a very attractive feature.  The Bothy is built into the ground so when seated head height is around ground level.  Ample gated parking, accessed via the rear gate of the property. WIFI available, Smart TV with Netflix only.  A decent supply of logs/coal and kindling will be supplied.<br /><br /><b>The space</b><br />The Bothy is a very cosy and rustic little place, its within our garden but once inside you could be anywhere.  The long window to the rear of the property looks over the field where we often have deer very close.  <br />In the winter you catch the sunset from inside and once in the super king size bed gaze at the stars on a clear night through the roof window.  <br />The Bothy kitchen is equipped with a combination microwave/oven/grill, 2 burner induction hob, fridge with "
47732524,55.93962,-3.38057,2021-01-16,"Enjoy your stay at Edinburgh Festival Camping in a spacious 5 person tent set up for 2 people. Tent includes 2x double air mattresses. Guests can bring their own bedding or hire sleeping bags from reception. <br /><br />Edinburgh Festival Camping is the only dedicated festival campsite, with its own Fringe Venue, cafe and bar, welcoming staff and great atmosphere. <br /><br />This tent includes tent hire and camping passes for 2 people. Any additional guests will be charged £16 per person per night."
47808420,55.94623,-3.19995,2021-02-12,"Modern and spacious studios in a stylish aparthotel that will delight those seeking a home from home that's rich on charm, personality and style.<br /><br />For short or long term, there's no finer or more stylish place to stay in such a central location close to everything Edinburgh has to offer.<br /><br /><b>The space</b><br />Comfortable sleeping area with Hypnos Mattress and 43-inch flatscreen smart TV<br /><br />Fully equipped Kitchenette - including, fridge freezer, oven, hob, microwave, all cutlery, crockery and pan-ware, Smeg Appliances, Nespresso machine<br /><br />Bathroom with rainfall shower<br /><br />24-hour reception - Offering onsite assistance, check in / check out, and ability to receive deliveries, safe and secure.<br /><br />Ability to have groceries and take aways delivered 24/7 - food can be brought to your door alleviating the need to leave your apartment.<br /><br />24hour Gym access<br /><br />Industry leading, super-fast complimentary Wi-Fi available in all a"
47879114,55.97503,-3.17283,2021-02-13,"**Passy Suite by Bonjour Residences, hosted by experienced 5* hosts**<br /><br />Perfect for contractors & professionals for up to 4 guests in Leith. <br /><br />*40% OFF AVAILABLE FOR 2 NIGHTS OR MORE*<br />​<br />In light of COVID-19, we have implemented the following measures:<br />✓ Strict cleaning protocols following the Association of Scotland's Self-Caterers (ASSC)<br />✓ Flexible cancellation policy for your convenience<br /><br />​We have been awarded with the official Covid-19 assurance accreditation ""Good to Go"" by VisitScotland.<br /><br /><b>The space</b><br />The Passy Suite by Bonjour Residences is a stylish, newly refurbished main door apartment just minutes away from the Water of Leith and Leith Docks. A superb home away from home within walking distance to lots of restaurants, bars and shops.<br /><br />THE SPACE: <br />✓ Cosy living room with 2 seater sofa & dining area<br />✓ 1 comfortable twin bedroom or king size bedroom (Zip & Link Beds) with 2 built-in wardrobes"
47899990,55.94451,-3.19305,2022-12-16,"Three bedroom executive apartment with access to a large roof terrace with breath taking unparalleled panoramic views across the City. The property has an abundance of space with three bathrooms and a large separate utility room with washer/drier and the large open plan living/dining/kitchen area has wonderful views from the 8th floor across the meadows park and up to the Pentland hills. Lift access to 8th floor is available, however to access roof terrace two flights of stairs must be walked."
48008371,55.95591,-3.17317,2024-02-18,"This delightful apartment within Carlton House is located within arguably Edinburgh's most desirable postcode.   It is the combination of the proximity to the City Centre and yet also to Holyrood Park which makes this New Town Georgian apartment so appealing.<br /><br />Designed by the architect William Playfair in the middle of the 19th century, Carlton Terrace, along with the adjacent Regent and Royal Terraces, forms part of Edinburgh's prestigious New Town district."
48038765,55.94655,-3.19632,2024-08-17,In the heart of the historic Grassmarket with an amazing view of the castle this 1st floor apartment aims to please. No better location to explore what the Historic Old Town of Edinburgh has to offer. Climb the steps opposite and you reach Edinburgh Castle. Watch the world go by from the window. All local attractions are within easy walking distance. This well laid out apartment is perfect for a couple but has an added bonus of a double sofa bed as a second bed! Licence No EH-69712-F
48135667,55.94649,-3.19981,2024-02-19,"Situated on the top floor and offering stunning Castle views in the historic heart of old Edinburgh Castle. This well presented one bedroom flat would make an excellent holiday let. <br /><br />Websters Land is situated in the heart of the old town Situated close to the Palace of Holyrood house, as well as the Scottish Parliament.<br /><br />The Royal Mile and Princes Street surrounded by exciting shops, eateries, bars, theatres, tours and markets."
48280003,55.9647,-3.17607,2021-07-10,"This modern and spacious top floor flat is ideally located walking distance from the city centre- including a swift 10 minute stroll from Princes Street, Holyrood Palace and other Edinburgh's famous attractions! <br /><br />This well presented 2 bedroom flat that is filled with very welcoming touches. A perfect home away from home for visitors to the beautiful and historic Edinburgh.<br /><br /><b>The space</b><br />*Absolutely delighted to have the chance to welcome you in my newly listed property! I look forward to hosting you*<br /><br />The  Living room area is fitted with a modern, comfy sofa bed perfect to accommodate extra guests!<br />You can also find a flatscreen TV, perfect for nights in after a long day exploring!<br />Please note there is only an Amazon Firestick for the TV, there is no standard channels available. <br /><br />This area is very modern and well decorated with sophisticated crown moulding. The dining table next to the large Georgian window will be the perfec"
48284997,55.96075,-3.20715,2021-07-10,"My beautiful, unique, luxury 3 bedroom duplex apartment is in a great location by Leith water in Stockbridge. The most famous artisan cafes, restaurants and shops are a stone throw away. Live like a local and get your coffee and cake in the morning before you explore Edinburgh.<br />Stockbridge market is 50 meters away. The design and location of the property certainly won't disappoint.<br /><br /><b>The space</b><br />Recently fully refurbished as I am sure you can see by the photos, my beautiful home is yours for your trip. Come and experience Edinburgh as a local. Stay central and explore all my city has to offer. The property will serve as a great base for your trip. You can relax in a space where you will be comfortable. The property is decorated to a high standard but it doesn't stop there. The location of the apartment is right on the canal. The tranquility of the apartment even though it is based in the city centre will blow you away. It truly is a unique place to stay.<br /><b"
48307034,55.97738,-3.25215,2024-02-19,"Free underground parking: 2m hight limit <br />Please note: same day bookings will have check in late afternoon /evening unless agreed otherwise- always get in touch before booking if made same day as check in.<br />Only adults guests, children of all age are not allowed<br />Heating  control panel is not available for guests, heating will be set for 20degrees constant"
48308451,55.94775,-3.18562,2021-03-12,"Primarily student accommodation, we are opening up 8 Roxburgh's rooms to the public.<br />This newly refurbished Classic room features a comfy small double bed, desk, storage and sink.<br />The shared kitchen/living room includes plenty of mod cons, fully fitted kitchen & bathroom facilities are also shared at 8 Roxburgh.<br />These rooms are available in cluster flats solely used by hotel guests."
48459086,55.97481,-3.17433,2022-07-17,"&zwj;<br /><br /><b>The space</b><br />Discover Edinburgh from our lovely apartment. This stylish apartment is perfect for a holiday away whilst enjoying all the comforts of home.<br /><br /><br />As a self-catering apartment, you'll find everything you need for a perfect stay.<br />The kitchen has a fridge, a hob, an oven, a kettle, a freezer and a microwave.<br />The apartment has a private balcony with views to Carlton Hill . The perfect place to relax and offers sky TV and fast internet access.<br /><br /><br />This apartment has 2 bedrooms and can comfortably sleep 4.<br />In the first bedroom, you will find a double bed.<br />The second bedroom contains a double bed.<br /><br /><br />There are 2 bathrooms.<br />The first bathroom has a toilet and sink and a walk-in shower.<br />The second bathroom has a toilet and sink and a walk-in shower.<br /><br /><br />Linen and towels are all included to make your stay more enjoyable.<br /><br /><br />House Rules:<br />- Check-in time is 4p"
48480641,55.93028,-3.24531,2023-06-12,"Clean, neat and tidy space which is close to the city centre (2 mins on train or 15 mins by bus) and also the airport. Close to Fringe festival with easy access. For the avid hill walkers, the beautiful pentlands and various other walks are also a short distance away! We have a Costa, M&S, alongside other shops across the road! <br /><br />This is the hosts home but they will not be living in the flat when hosting, you will have access to the full flat!<br /><br /><b>The space</b><br />This is a warm and cosy renovated flat with secure entry and on street free parking. Fully equiped kitchen and bathroom. In the room we have a double bed, large wardrobe space, mirror and also black out blinds for the light sleepers. All bed linen and towels provided.<br /><br /><b>Guest access</b><br />Living room, bathroom, kitchen and bedroom<br /><br /><b>Other things to note</b><br />No guests please and respect noise levels after 11pm and before 8am"
48688461,55.94379,-3.2185,2021-06-13,"This bright and spacious apartment is ideally located just minutes away from Haymarket Station and Murrayfield Stadium,  and right within the heart of Edinburgh!<br /><br />My property is located in a vibrant neighbourhood where you can find local restaurants, coffee shops and pubs, perfect to experience the Scottish culture! <br /><br />A professional co-host of Airbnb manages this property. Services include: Professional Cleaning / Hotel Quality Linen / Fresh Towels / Easy Self Check-In / 247 Guest Support<br /><br /><b>The space</b><br />**Absolutely delighted to have the chance to finally welcome you in my newly listed property! I look forward to providing you with an incredible experience in Edinburgh*** <br /><br />This modern, light-filled and elegant property boasts delightful open spaces, and all the amenities you would need to make the best of your stay- an idyllic setting for families or friends!<br /><br />The flat consists of:<br /><br />A bright and elegant living/dining "
48798677,55.93918,-3.21549,2022-01-12,"Very large garden apartment in Bruntsfield close to the meadows and the city centre, Old Town and Castle both just an easy relaxed walk away.  The fantastic buzzing area of Bruntsfield is just 5 minutes walk with its many fantastic shops, open air street bars, cafes and top quality restaurants with outside seating that creates a real cosmopolitan feel.  Edinburgh and Napier Universities are only a few minutes walk. The apartment is basic student/relaxed /friends style -very clean and functional<br /><br /><b>The space</b><br />It's own private entrance leads into a long hall with 4 bedrooms, fully equipped kitchen, 2 bathrooms and a very large lounge and dining room.<br />The best part though it's the sunny private garden with  big brick barbeque perfect for summer evenings<br />The flat is lower ground level so just one flight of stairs to go down from the car parking spaces<br />We welcome groups of friends and families for short one day stays or long term.<br /><br /><b>Guest access"
48878126,55.93993,-3.24913,2022-03-14,"This stunning recently renovated 3 bedroom upper villa with private garden features two new bathrooms one with a walk-in rainfall shower, the other with a bath, large living room, snug tv room & a beautiful new kitchen.  With netflix TV and super fast fibre wireless internet, this is a wonderful family home situated right next to Murrayfield rugby stadium and Balgreen Tram stop connecting you within 10 minutes to Edinburgh City Centre and 15 minutes from Edinburgh Airport.<br /><br /><b>The space</b><br />A spacious family upper villa stylishly decorated and recently renovated. There are two floors with one king size bedroom downstairs and the remaining two bedrooms consisting of 1 double bedroom and a third twin bedroom upstairs. The roomy first floor hallway connects the snug room with TV, living/dining room, rainfall shower room, master bedroom and beautifully renovated kitchen. The second floor has a double bedroom and a twin bedroom as well as a bathroom. <br /><br />***Great for "
48932062,55.95689,-3.16117,2024-02-19,"This newly renovated, first floor flat situated in the wonderful Meadowbank area is the perfect place to stay during your trip to the capital! Within walking distance of the town centre, its the perfect place to get ready for a lovely night in town, or rest up after a long day exploring Edinburgh's many famous attractions! Make full use of the fully kitted out kitchen, and along with quality hard flooring and quality furnishings, comfort will be no issue for you! I hope to be welcoming you soon!"
48984544,55.96534,-3.18196,2021-04-25,"Bright beautiful top floor 5-bed flat with panoramic views of the Edinburgh City and Arthur's Seat.<br /><br />The entire flat has been recently renovated and is modern and airy.  <br />There is an open plan living room kitchen, two bathrooms, and five bedrooms all with double beds.  Each room as great views in different directions across the city. Fully double glazed with gas central heating, as well as a newly fitted kitchen and carpets throughout. The on street parking is free."
49035024,55.9443,-3.20427,2021-07-10,"Situated right in the heart of Edinburgh city centre 163 Lothian Road is just a short walk from all of the main Edinburgh attractions. Perfectly located in a bustling vibrant part of the city which is full of bars restaurants and a wonderful atmosphere. <br /><br />The apartment is a top floor property with views out of Lothian road to the front and a tiny section of Edinburgh Castle to the rear ! <br /><br />A perfect space for a city break with a calm and relaxed energy which guests will love.<br /><br /><b>The space</b><br />A beautifully clean and calm space 163 Lothian Road is a great place to spend time whether visiting the city for pleasure or for work.<br /><br />Stylishly furnished it provides a perfect environment to relax and recharge after time spent in this wonderful city.<br /><br />Equipped with super fast fibre broadband, smart TV and a fully equipped kitchen means guests will have everything they need to enjoy their stay to the max."
49073323,55.96533,-3.17875,2021-04-25,Flat in the center of the city. A hood very quiet and many supermarkerts around the house. Fast Wi-Fi
49104606,55.93611,-3.17025,2021-04-25,"Mayfield Terrace is a Victorian townhouse, beautiful architecture, spacious, clean and tastefully decorated.   It is in a quiet suburban area,  a 5 minute walk to the famous landmark of Arthur's seat.  <br />Edinburgh Castle on the historic Royal Mile, Holyrood Palace, Dynamic Earth are all within a 10 minute drive.    Buses are regular and taxis easy to find. <br />There is metered parking outside the house but also free parking can be found a 5 minute walk from the house.<br /><br /><b>The space</b><br />From the entrance hall, a wide staircase with large stained glass window leads to the bedrooms. Bedroom 1 has adjacent private bathroom with bath and shower.  Bedroom 2 also has private bathroom, and is one floor above up a narrow stairs. This has been a family home, now  lived in by the landlady only, as family flown nest.  Bedrooms are totally quiet as one looks onto a large private garden, the other onto a quiet leafy street.<br /><br /><b>Guest access</b><br />There is metered pa"
49147611,55.95884,-3.21879,2021-04-26,"A delightful first floor, one bedroom apartment on a peaceful street in the heart of Comely Bank, immediately adjacent to Edinburgh’s Stockbridge with its lively hub of independent shopping, artisanal coffee shops, bars and restaurants."
49205084,55.97516,-3.24119,2021-04-25,"Semi detached main door lower villa house located in boswall, a residential area and only a short commute by car or public transport to both the city centre, local amenities & tourist locations and even the local beach. Excellent property for two couples, or a family to stay in for a visit to Edinburgh, <br /><br />It has all the inbuilt modern amenities and private driveway that fits two cars.he property has one bathroom & large private back garden that is accessed through the conservatory."
49256750,55.9763,-3.17632,2021-04-26,"A lovely one bedroom flat, fully equipped, located in a quiet area of Edinburgh. Situated on the Leith waterfront, Leith is one of Edinburgh’s most eclectic, exciting and trendy areas, recently being named one of the world's 'coolest neighbourhoods'. There is a good bus connection to city centre. I'll be Happy to help with insights about Edinburgh."
49264658,55.90052,-3.13105,2024-05-21,"Our family home is situated in Gilmerton, south of the city centre with direct buses and easy access to the City Bypass. Located 20 minutes by car from the airport / 30-40 minutes by bus to and from the city centre.<br />The double bedroom is located on the ground floor with a tea and coffee station and a private en-suite bathroom. The room can be accessed via the front door or through the back garden entrance.<br />EV charging is allowed with prior arrangement at an extra cost."
49313009,55.96774,-3.23798,2021-04-25,"Our spacious 2 bed apartment located close to Edinburgh City Centre is brand new to our portfolio. The property provides 2 double bedrooms one with an ensuite and a separate family bathroom. A modern kitchen and open plan living space for a fantastic family getaway. The property also benefits from a private balcony with patio furniture for our guests to enjoy. The property also has free residential parking - a bonus in Edinburgh.<br /><br /><b>The space</b><br />Internally, the property consists of a bright and airy family room with patio doors to the front that flood the room with natural light, where you can relax and enjoy the peaceful setting that the property is situated in. This room might also suit those requiring a work space. It's also ideal for nights in around the tv after a day of shopping. With a contemporary dining kitchen area perfect for family meals. The cosy balcony is perfect for couples looking to relax after exploring all that Edinburgh has to offer.<br /><br />Bot"
49360213,55.95888,-3.18664,2024-02-18,"This stunning Edinburgh property is located on Union St, at the top of Leith St and Queen St.   Edinburgh Playhouse theatre is only minutes away, as is the newly developed St James Quarter and entertainment complex Omni Centre.  We are right next to the hip Broughton St area with its awesome cafes, restaurants and bars.  The apartment provides generous space for 4 guests in elegantly styled surroundings."
49432983,55.9545,-3.20542,2024-02-19,"✔ Gorgeous flat ideally located in the New Town <br />✔ 860 ft2 / 80 m2 <br />✔ 2 bedrooms <br />✔ 2 bathrooms <br />✔ Well-equipped kitchen with all necessary appliances <br />✔ 9-minute walk to Princes Street & Royal Mile <br />✔ 11-minute walk to Dean Village <br />✔ 16-minute walk to Edinburgh Castle <br />✔ 5-minute walk to Princes Street tram stop <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided"
49438874,55.96428,-3.1868,2021-06-12,"This elegant and spacious apartment is located in a quiet area within walking distance from the city centre with Edinburgh Castle, Old Town and other major attractions. There are several parks just around the corner including the worldly known Royal Botanic Garden. The apartment is perfect for holidays with a family or friends, as it has enough space for everyone. The flat has 3 double bedrooms, 3 bathrooms, a living room with a dining area, bar area and a fully equipped kitchen as well as private car parking space.<br /><br /><b>The space</b><br />Modernly decorated apartment with three bathrooms: this is what you need for the next great holidays with friends or family. Here everyone will be feeling comfortable no matter how much time you are going to spend in Edinburgh, several days, weeks or even months. The apartment is professionally cleaned and has all the modern amenities. The flat has 3 double bedrooms, 3 bathrooms, a living room with dining and bar area and a fully equipped ki"
49441831,55.906536277558594,-3.2740226196963773,2024-07-21,Lovey large double bedroom with en suite shower room and dressing room! quiet room in comfortable family home on lots of bus routes and only about 25 minutes on the bus into city centre and airport!
49475277,55.95519,-3.19998,2021-06-12,"A total of 11 separate beds arranged over 6 bedrooms (3 bedrooms with a double and single each, 2 bedrooms with twin beds, one bedroom with a double bed);<br />Very large sitting room;<br />Kitchen/ Breakfast room;<br />Dining hall;<br />3 bathrooms, one on each floor.<br />This large and flexible apartment can provide separate sleeping accommodation for up to 12 persons.<br /><br />A wireless (WiFi) internet connection is provided free of charge."
49476259,55.94813,-3.18404,2022-07-17,"&zwj;<br /><br /><b>The space</b><br />This apartment is the perfect place to relax and unwind. Explore the sights and local attractions of Edinburgh - there is so much to see and do here. The apartment is located quietly at the rear of an old school house in the heart of the Old Town. The location is situated on a quiet street with shops, bars, cafes, restaurants all within a few minute walk. The location couldn t be more perfect if visiting Edinburgh in August to attend the world famous Edinburgh Festival. Edinburgh Festival Theatre is a five minute walk, The Pleasance another famous venue is a 5 min walk in the other direction. <br /><br />The museum of Scotland is a 5min walk away as with many other attractions - The Royal Mile, Edinburgh Castle, Princess St and much more. The Festival theatre is just a 2min walk from the apartment. There s are restaurants, coffee shops & bars all Drummond St so you don t have to go far for refreshments. There s also a Tesco s just a 2min walk away"
